loc,v(g),l,d,i,e,b,t,lOBlank,locCodeAndComment,uniq_Op,defects
31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
143.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.11,9.0,11.0,890.92,0.03,49.5,0,0,9.0,False
7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
257.0,40.0,0.02,51.42,146.78,388080.02,2.52,21560.0,43,1,39.0,False
85.0,3.0,0.04,23.74,84.25,47480.6,0.67,2637.81,20,0,13.0,False
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,5.0,0.06,16.76,26.54,7460.29,0.15,414.46,3,0,15.0,False
24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
79.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
95.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
106.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
107.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
88.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
84.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
85.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
84.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
88.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
95.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
104.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
104.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
133.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
113.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
126.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
333.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
88.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
73.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
90.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
96.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
97.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
36.0,3.0,0.07,14.04,46.72,9210.11,0.22,511.67,5,0,13.0,False
28.0,4.0,0.13,7.56,49.51,2831.68,0.12,157.32,2,0,11.0,False
9.0,1.0,0.28,3.6,13.45,174.36,0.02,9.69,3,0,6.0,False
36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
59.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
50.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
57.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
52.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
53.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
30.0,7.0,0.04,28.5,17.88,14520.29,0.17,806.68,3,1,19.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.5,2.0,5.8,23.22,0.0,1.29,0,0,4.0,False
12.0,2.0,0.1,10.4,11.39,1231.51,0.04,68.42,1,0,8.0,False
24.0,5.0,0.08,12.71,28.19,4550.64,0.12,252.81,1,0,16.0,False
43.0,5.0,0.05,20.77,50.21,21654.47,0.35,1203.03,7,0,14.0,False
36.0,5.0,0.05,20.5,24.8,10421.69,0.17,578.98,0,0,11.0,False
22.0,3.0,0.09,10.83,29.73,3489.34,0.11,193.85,1,0,13.0,False
61.0,11.0,0.07,14.62,45.51,9733.57,0.22,540.75,2,0,13.0,False
18.0,4.0,0.13,7.96,30.25,1917.21,0.08,106.51,1,0,9.0,False
11.0,2.0,0.17,6.0,7.0,252.0,0.01,14.0,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.4,2.5,10.8,67.5,0.01,3.75,0,0,5.0,False
54.0,20.0,0.13,7.95,68.48,4327.95,0.18,240.44,2,0,9.0,False
15.0,4.0,0.22,4.5,23.69,479.73,0.04,26.65,0,0,7.0,False
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,3.0,0.1,10.5,13.59,1498.37,0.05,83.24,1,0,14.0,False
78.0,7.0,0.03,35.0,49.5,60632.89,0.58,3368.49,12,0,21.0,False
26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,3.0,0.06,17.6,13.89,4301.84,0.08,238.99,3,0,16.0,False
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,8.0,0.07,13.75,30.82,5826.28,0.14,323.68,1,0,15.0,False
23.0,2.0,0.08,12.86,13.88,2293.88,0.06,127.44,3,0,12.0,False
19.0,4.0,0.13,8.0,23.23,1486.74,0.06,82.6,0,0,10.0,False
14.0,3.0,0.07,14.0,8.8,1724.66,0.04,95.81,1,0,14.0,False
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
58.0,6.0,0.04,25.85,34.82,23257.49,0.3,1292.08,9,1,21.0,False
12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,4.0,0.2,5.0,29.19,729.74,0.05,40.54,0,0,10.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,2.0,0.13,7.5,10.15,571.1,0.03,31.73,2,0,10.0,False
41.0,10.0,0.03,34.58,25.31,30263.09,0.29,1681.28,4,2,18.0,False
18.0,3.0,0.19,5.25,16.47,454.05,0.03,25.23,0,0,7.0,False
14.0,3.0,0.11,9.17,11.15,936.71,0.03,52.04,2,0,11.0,False
14.0,3.0,0.1,10.21,11.85,1236.07,0.04,68.67,2,0,13.0,False
18.0,3.0,0.09,10.8,10.58,1233.58,0.04,68.53,2,0,9.0,False
4.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
10.0,5.0,0.06,16.29,18.49,4906.97,0.1,272.61,1,0,17.0,False
10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.4,2.5,13.95,87.17,0.01,4.84,0,0,5.0,False
4.0,1.0,0.33,3.0,9.0,81.0,0.01,4.5,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,2.0,0.19,5.33,9.08,258.3,0.02,14.35,0,0,8.0,False
28.0,3.0,0.07,13.38,22.55,4040.15,0.1,224.45,8,0,12.0,False
24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,3.0,0.08,12.44,15.27,2364.32,0.06,131.35,3,1,14.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
23.0,7.0,0.07,15.38,20.33,4811.58,0.1,267.31,4,0,20.0,False
26.0,4.0,0.1,10.0,23.5,2350.22,0.08,130.57,5,3,13.0,False
15.0,3.0,0.12,8.25,11.89,809.32,0.03,44.96,4,0,11.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
24.0,4.0,0.13,7.71,29.25,1740.51,0.08,96.69,2,0,12.0,False
24.0,4.0,0.13,7.71,29.25,1740.51,0.08,96.69,2,0,12.0,False
13.0,1.0,0.07,15.3,11.45,2679.62,0.06,148.87,0,0,9.0,False
53.0,8.0,0.05,20.74,35.01,15053.82,0.24,836.32,2,0,30.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
19.0,6.0,0.05,18.75,20.47,7195.88,0.13,399.77,3,0,15.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
40.0,11.0,0.07,14.32,33.35,6837.09,0.16,379.84,0,0,21.0,False
30.0,7.0,0.08,13.13,28.79,4959.03,0.13,275.5,1,0,14.0,False
24.0,19.0,0.05,19.74,38.97,15179.93,0.26,843.33,1,0,11.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
20.0,3.0,0.1,9.75,29.09,2765.43,0.09,153.64,1,0,12.0,False
5.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,0,0,6.0,False
11.0,2.0,0.29,3.5,16.8,205.84,0.02,11.44,0,1,7.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
13.0,1.0,0.13,7.88,9.87,611.96,0.03,34.0,3,0,9.0,False
66.0,7.0,0.04,22.3,67.52,33590.35,0.5,1866.13,7,0,18.0,False
5.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,0,0,6.0,False
13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,4.0,0.07,13.5,8.22,1498.68,0.04,83.26,3,1,9.0,False
39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,5.0,0.05,19.13,11.66,4263.06,0.07,236.84,1,0,17.0,False
16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,5.0,0.08,13.14,15.74,2715.5,0.07,150.86,1,0,17.0,False
28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
46.0,8.0,0.04,25.45,16.97,10993.27,0.14,610.74,1,0,14.0,False
20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
19.0,6.0,0.03,37.64,9.87,13979.88,0.12,776.66,1,0,17.0,False
13.0,3.0,0.08,12.0,9.2,1324.34,0.04,73.57,1,0,12.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
31.0,6.0,0.05,18.96,21.8,7835.54,0.14,435.31,5,0,13.0,False
17.0,3.0,0.09,10.8,10.58,1233.58,0.04,68.53,2,0,9.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.29,3.5,9.49,116.27,0.01,6.46,0,0,7.0,False
206.0,14.0,0.01,69.07,65.08,310451.31,1.5,17247.29,23,0,19.0,False
20.0,3.0,0.08,12.12,20.63,3028.63,0.08,168.26,2,0,15.0,False
22.0,3.0,0.08,12.32,22.08,3352.01,0.09,186.22,3,0,15.0,False
18.0,3.0,0.1,10.0,22.56,2256.21,0.08,125.35,2,0,13.0,False
19.0,3.0,0.13,8.0,27.93,1787.84,0.07,99.32,2,0,12.0,False
21.0,3.0,0.08,12.25,19.57,2936.6,0.08,163.14,3,0,14.0,False
21.0,3.0,0.08,12.12,21.03,3086.88,0.08,171.49,3,0,15.0,False
23.0,4.0,0.08,13.27,20.65,3636.02,0.09,202.0,2,0,15.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.5,2.0,5.8,23.22,0.0,1.29,0,0,4.0,False
4.0,1.0,0.33,3.0,6.55,58.95,0.01,3.28,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
27.0,11.0,0.13,7.88,69.2,4291.57,0.18,238.42,1,1,7.0,False
20.0,5.0,0.04,26.92,9.92,7183.79,0.09,399.1,3,0,17.0,False
19.0,5.0,0.07,14.62,14.72,3147.64,0.07,174.87,1,0,13.0,False
11.0,3.0,0.13,7.56,14.04,803.12,0.04,44.62,1,0,11.0,False
27.0,5.0,0.11,9.0,24.96,2021.97,0.07,112.33,3,1,12.0,False
12.0,2.0,0.18,5.6,24.82,778.25,0.05,43.24,2,0,7.0,False
39.0,2.0,0.18,5.65,94.53,3014.62,0.18,167.48,6,0,8.0,False
21.0,2.0,0.09,11.29,37.2,4741.58,0.14,263.42,5,0,13.0,False
50.0,11.0,0.04,25.65,29.4,19348.17,0.25,1074.9,14,0,20.0,False
69.0,7.0,0.04,22.87,37.68,19706.84,0.29,1094.82,23,1,19.0,False
14.0,2.0,0.13,7.5,11.46,644.64,0.03,35.81,2,0,9.0,False
4.0,1.0,0.33,3.0,9.0,81.0,0.01,4.5,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
51.0,6.0,0.05,18.21,39.75,13186.34,0.24,732.57,14,0,17.0,False
23.0,3.0,0.06,15.95,38.83,9877.43,0.21,548.75,1,0,11.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
14.0,3.0,0.09,11.14,12.02,1492.92,0.04,82.94,2,0,13.0,False
40.0,11.0,0.07,14.3,52.6,10761.19,0.25,597.84,2,1,16.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
61.0,15.0,0.04,27.82,35.01,27092.48,0.32,1505.14,2,0,18.0,False
16.0,2.0,0.14,7.07,13.56,678.21,0.03,37.68,3,0,11.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.29,3.5,8.15,99.85,0.01,5.55,0,0,7.0,False
4.0,1.0,0.29,3.5,8.15,99.85,0.01,5.55,0,0,7.0,False
4.0,1.0,0.5,2.0,5.8,23.22,0.0,1.29,0,0,4.0,False
11.0,2.0,0.15,6.67,13.8,613.33,0.03,34.07,1,0,10.0,False
20.0,5.0,0.08,13.14,15.74,2715.5,0.07,150.86,2,0,17.0,False
4.0,1.0,0.5,2.0,6.97,27.86,0.0,1.55,0,0,4.0,False
4.0,1.0,0.33,3.0,6.55,58.95,0.01,3.28,0,0,6.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
8.0,1.0,0.13,7.7,11.43,677.6,0.03,37.64,2,0,11.0,False
33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
21.0,7.0,0.05,20.57,12.31,5211.14,0.08,289.51,3,0,16.0,False
80.0,8.0,0.03,33.95,44.11,50840.66,0.5,2824.48,10,0,28.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
11.0,2.0,0.16,6.25,12.79,499.72,0.03,27.76,0,0,10.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
25.0,4.0,0.05,21.43,13.88,6371.89,0.1,353.99,0,4,12.0,False
12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
21.0,4.0,0.13,8.0,23.23,1486.74,0.06,82.6,3,0,10.0,False
16.0,4.0,0.13,8.0,22.69,1452.17,0.06,80.68,0,0,10.0,False
13.0,2.0,0.14,7.31,17.33,926.58,0.04,51.48,2,0,9.0,False
4.0,1.0,0.4,2.5,6.2,38.77,0.01,2.15,0,0,5.0,False
10.0,2.0,0.11,9.0,12.51,1013.29,0.04,56.29,1,0,12.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
22.0,4.0,0.08,12.57,15.23,2406.64,0.06,133.7,4,0,8.0,False
21.0,5.0,0.06,17.31,18.32,5487.73,0.11,304.87,3,0,18.0,False
19.0,4.0,0.08,12.0,15.93,2293.88,0.06,127.44,3,0,12.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
62.0,11.0,0.05,20.83,32.07,13919.8,0.22,773.32,11,0,25.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
57.0,12.0,0.05,21.48,30.57,14101.51,0.22,783.42,13,0,21.0,False
4.0,1.0,0.33,3.0,9.0,81.0,0.01,4.5,0,0,6.0,False
4.0,1.0,0.33,3.0,9.0,81.0,0.01,4.5,0,0,6.0,False
19.0,4.0,0.08,12.0,15.93,2293.88,0.06,127.44,3,0,12.0,False
4.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,0,0,6.0,False
4.0,1.0,0.5,2.0,6.97,27.86,0.0,1.55,0,0,4.0,False
9.0,1.0,0.13,7.8,18.18,1106.33,0.05,61.46,0,0,6.0,False
36.0,7.0,0.19,5.4,51.24,1494.27,0.09,83.01,3,3,6.0,False
20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
32.0,7.0,0.05,20.22,15.0,6132.21,0.1,340.68,2,0,13.0,False
18.0,4.0,0.06,18.0,9.03,2927.29,0.05,162.63,3,0,12.0,False
17.0,3.0,0.08,12.5,8.22,1284.98,0.03,71.39,3,0,10.0,False
13.0,2.0,0.12,8.57,14.37,1055.91,0.04,58.66,3,0,12.0,False
23.0,3.0,0.08,12.0,11.07,1594.01,0.04,88.56,2,0,10.0,False
46.0,9.0,0.04,22.91,36.0,18895.24,0.27,1049.74,4,0,21.0,False
25.0,9.0,0.06,15.84,28.82,7235.05,0.15,401.95,5,0,13.0,False
16.0,3.0,0.11,8.8,18.97,1468.79,0.06,81.6,3,0,11.0,False
24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,13.0,0.07,15.0,29.57,6654.36,0.15,369.69,0,1,10.0,False
14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
18.0,2.0,0.11,9.38,21.3,1872.24,0.07,104.01,2,0,15.0,False
16.0,1.0,0.15,6.54,29.75,1271.82,0.06,70.66,3,0,10.0,False
4.0,1.0,0.4,2.5,15.95,99.66,0.01,5.54,0,0,5.0,False
32.0,9.0,0.04,28.16,23.11,18322.03,0.22,1017.89,6,0,17.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
18.0,3.0,0.21,4.71,21.19,471.01,0.03,26.17,1,0,6.0,False
44.0,4.0,0.06,16.54,37.41,10230.46,0.21,568.36,6,0,19.0,False
12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,5.0,0.05,20.64,10.44,4448.4,0.07,247.13,2,0,17.0,False
41.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,2.0,0.29,3.5,13.84,169.51,0.02,9.42,0,0,7.0,False
17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.06,15.79,12.05,3001.89,0.06,166.77,2,0,13.0,False
9.0,1.0,0.19,5.33,14.99,426.42,0.03,23.69,2,0,8.0,False
209.0,16.0,0.02,61.26,56.13,210602.09,1.15,11700.12,50,6,29.0,False
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
19.0,1.0,0.1,9.82,34.61,3336.55,0.11,185.36,5,1,8.0,False
29.0,9.0,0.17,5.87,47.03,1618.83,0.09,89.94,0,0,8.0,False
23.0,4.0,0.09,11.25,21.59,2732.61,0.08,151.81,3,0,15.0,False
21.0,5.0,0.06,17.31,18.32,5487.73,0.11,304.87,3,0,18.0,False
15.0,3.0,0.34,2.92,24.91,211.89,0.02,11.77,0,0,5.0,False
103.0,13.0,0.02,41.12,45.33,76656.56,0.62,4258.7,31,1,23.0,False
11.0,2.0,0.13,7.5,10.04,564.63,0.03,31.37,0,0,9.0,False
90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,4.0,0.25,4.0,26.0,416.0,0.03,23.11,0,0,8.0,False
20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,False
11.0,2.0,0.14,7.07,14.74,737.18,0.03,40.95,2,0,11.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
51.0,7.0,0.05,21.04,28.97,12828.01,0.2,712.67,5,3,22.0,False
20.0,10.0,0.08,12.83,29.61,4876.4,0.13,270.91,3,0,11.0,False
25.0,13.0,0.07,14.14,35.46,7093.16,0.17,394.06,4,0,11.0,False
27.0,4.0,0.04,25.0,11.37,7106.69,0.09,394.82,2,0,16.0,False
35.0,7.0,0.06,17.73,26.16,8220.83,0.15,456.71,7,0,20.0,False
119.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
25.0,10.0,0.04,24.89,20.3,12579.06,0.17,698.84,4,0,17.0,False
