b,lOCode,e,v,n,i,t,loc,d,v(g),defects
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.02,9,139.52,46.51,14.0,15.5,7.75,11.0,3.0,2.0,False
0.01,5,87.17,34.87,11.0,13.95,4.84,7.0,2.5,2.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.09,16,4883.23,258.51,55.0,13.69,271.29,20.0,18.89,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,False
0.05,14,1656.1,138.97,34.0,11.66,92.01,15.0,11.92,3.0,False
0.02,10,258.89,64.73,17.0,16.18,14.38,12.0,4.0,2.0,False
0.09,22,4461.58,283.28,61.0,17.99,247.87,24.0,15.75,4.0,False
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.03,10,833.33,100.0,25.0,12.0,46.3,15.0,8.33,3.0,False
0.01,3,116.27,33.22,10.0,9.49,6.46,5.0,3.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,False
0.08,18,2160.0,240.0,48.0,26.67,120.0,20.0,9.0,3.0,False
0.01,4,149.49,39.86,12.0,10.63,8.3,8.0,3.75,1.0,False
0.11,14,8095.49,327.09,77.0,13.22,449.75,15.0,24.75,7.0,False
0.03,10,301.14,75.28,21.0,18.82,16.73,12.0,4.0,4.0,False
0.02,10,251.63,62.91,17.0,15.73,13.98,12.0,4.0,2.0,False
0.33,16,69142.57,1000.75,202.0,14.48,3841.25,17.0,69.09,21.0,False
0.02,5,715.2,68.11,19.0,6.49,39.73,7.0,10.5,4.0,False
0.04,11,386.27,110.36,27.0,31.53,21.46,13.0,3.5,2.0,False
0.14,29,6128.96,408.6,71.0,27.24,340.5,33.0,15.0,3.0,False
0.01,2,49.13,19.65,7.0,7.86,2.73,5.0,2.5,1.0,False
0.01,2,72.0,24.0,8.0,8.0,4.0,4.0,3.0,1.0,False
0.13,19,7506.7,393.5,81.0,20.63,417.04,24.0,19.08,5.0,False
0.12,20,8111.09,372.92,76.0,17.15,450.62,25.0,21.75,7.0,False
0.08,18,2160.0,240.0,48.0,26.67,120.0,20.0,9.0,3.0,False
0.14,29,6128.96,408.6,71.0,27.24,340.5,33.0,15.0,3.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,False
0.08,8,2529.14,228.33,47.0,20.61,140.51,11.0,11.08,3.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.03,10,559.51,77.71,21.0,10.79,31.08,14.0,7.2,3.0,False
0.01,2,116.27,33.22,10.0,9.49,6.46,4.0,3.5,1.0,False
0.17,25,10710.38,504.02,106.0,23.72,595.02,31.0,21.25,13.0,False
0.02,3,161.32,53.77,15.0,17.92,8.96,5.0,3.0,2.0,False
0.08,18,2160.0,240.0,48.0,26.67,120.0,20.0,9.0,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,False
0.02,5,715.2,68.11,19.0,6.49,39.73,7.0,10.5,4.0,False
0.04,11,386.27,110.36,27.0,31.53,21.46,13.0,3.5,2.0,False
0.83,119,91151.39,2480.31,402.0,67.49,5063.97,150.0,36.75,14.0,False
0.02,3,266.43,55.51,15.0,11.56,14.8,7.0,4.8,2.0,False
0.09,11,2479.26,257.83,57.0,26.82,137.74,16.0,9.62,8.0,False
0.03,10,1144.0,104.0,26.0,9.45,63.56,13.0,11.0,3.0,False
0.03,10,1144.0,104.0,26.0,9.45,63.56,13.0,11.0,3.0,False
0.04,11,1372.69,123.19,29.0,11.06,76.26,15.0,11.14,4.0,False
0.04,10,974.18,106.27,26.0,11.59,54.12,13.0,9.17,3.0,False
0.09,18,4806.94,280.93,65.0,16.42,267.05,24.0,17.11,7.0,False
0.04,10,974.18,106.27,26.0,11.59,54.12,13.0,9.17,3.0,False
0.03,12,437.84,87.57,21.0,17.51,24.32,14.0,5.0,2.0,False
0.02,10,251.63,62.91,17.0,15.73,13.98,12.0,4.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,11.0,False
0.03,8,479.73,76.15,20.0,12.09,26.65,12.0,6.3,2.0,False
0.22,34,23802.06,666.46,131.0,18.66,1322.34,49.0,35.71,14.0,False
0.13,20,5985.03,388.64,80.0,25.24,332.5,30.0,15.4,9.0,False
0.03,10,879.05,97.67,25.0,10.85,48.84,13.0,9.0,4.0,False
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,False
0.34,40,20889.35,1015.45,186.0,49.36,1160.52,48.0,20.57,5.0,False
0.03,12,437.84,87.57,21.0,17.51,24.32,14.0,5.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,11.0,False
0.24,33,18541.6,713.14,134.0,27.43,1030.08,38.0,26.0,11.0,False
0.2,27,10001.9,591.02,107.0,34.92,555.66,32.0,16.92,11.0,False
0.19,27,11067.73,557.19,104.0,28.05,614.87,38.0,19.86,9.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,6.0,False
0.03,8,936.71,102.19,25.0,11.15,52.04,13.0,9.17,4.0,False
0.01,2,72.0,24.0,8.0,8.0,4.0,4.0,3.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,False
0.31,36,31232.81,925.42,179.0,27.42,1735.16,42.0,33.75,20.0,False
0.08,9,3177.38,252.17,55.0,20.01,176.52,14.0,12.6,2.0,False
0.1,15,5207.97,312.48,65.0,18.75,289.33,20.0,16.67,4.0,False
0.04,10,800.12,118.54,29.0,17.56,44.45,18.0,6.75,2.0,False
0.25,28,14131.17,743.75,145.0,39.14,785.07,38.0,19.0,11.0,False
0.34,28,21187.18,1014.71,187.0,48.6,1177.07,40.0,20.88,19.0,False
0.03,7,484.0,88.0,22.0,16.0,26.89,12.0,5.5,2.0,False
0.35,74,30809.45,1044.39,187.0,35.4,1711.64,89.0,29.5,9.0,False
0.07,15,1280.58,224.66,49.0,39.41,71.14,22.0,5.7,2.0,False
0.14,22,5229.38,427.35,84.0,34.92,290.52,34.0,12.24,4.0,False
0.14,23,4521.84,408.42,79.0,36.89,251.21,32.0,11.07,4.0,False
0.15,17,6769.06,436.71,89.0,28.18,376.06,28.0,15.5,2.0,False
0.09,18,1832.44,283.28,61.0,43.79,101.8,26.0,6.47,2.0,False
0.23,26,5817.75,677.07,132.0,78.8,323.21,43.0,8.59,1.0,False
0.07,8,860.54,221.65,49.0,57.09,47.81,14.0,3.88,1.0,False
0.1,10,1347.98,288.85,63.0,61.9,74.89,15.0,4.67,1.0,False
0.26,40,9855.45,792.97,149.0,63.8,547.53,59.0,12.43,4.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,5.0,1.5,1.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,5.0,1.5,1.0,False
0.07,10,1279.52,199.04,44.0,30.96,71.08,15.0,6.43,3.0,False
0.04,12,1128.02,125.34,29.0,13.93,62.67,17.0,9.0,3.0,False
0.01,3,98.9,41.21,13.0,17.17,5.49,9.0,2.4,1.0,False
0.01,3,46.53,23.26,9.0,11.63,2.58,9.0,2.0,1.0,False
0.29,48,14758.72,866.52,156.0,50.87,819.93,74.0,17.03,8.0,False
0.29,45,14758.72,866.52,156.0,50.87,819.93,63.0,17.03,8.0,False
0.02,5,150.59,56.47,17.0,21.18,8.37,10.0,2.67,1.0,False
1.02,102,104538.99,3045.39,492.0,88.72,5807.72,143.0,34.33,16.0,False
0.04,11,995.59,126.71,31.0,16.12,55.31,19.0,7.86,2.0,False
0.38,46,27200.56,1151.35,204.0,48.73,1511.14,62.0,23.63,6.0,False
1.53,181,262548.84,4604.44,644.0,80.75,14586.05,223.0,57.02,27.0,False
0.5,61,53931.11,1505.05,249.0,42.0,2996.17,74.0,35.83,6.0,False
0.52,70,30633.64,1554.0,259.0,78.83,1701.87,79.0,19.71,6.0,False
0.06,13,1267.37,165.67,39.0,21.66,70.41,18.0,7.65,2.0,False
0.03,7,482.22,93.77,24.0,18.23,26.79,9.0,5.14,2.0,False
0.03,8,482.22,93.77,24.0,18.23,26.79,10.0,5.14,2.0,False
0.38,29,31596.19,1150.98,200.0,41.93,1755.34,72.0,27.45,13.0,False
0.19,31,7876.69,562.62,108.0,40.19,437.59,34.0,14.0,2.0,False
0.01,9,134.92,44.97,13.0,14.99,7.5,17.0,3.0,2.0,False
1.44,113,219701.17,4334.76,643.0,85.53,12205.62,123.0,50.68,27.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,False
0.08,12,1867.82,245.27,55.0,32.21,103.77,12.0,7.62,2.0,False
0.17,16,11528.19,524.01,103.0,23.82,640.46,22.0,22.0,7.0,False
0.07,9,2640.88,209.59,47.0,16.63,146.72,13.0,12.6,3.0,False
0.15,21,10675.05,450.83,91.0,19.04,593.06,24.0,23.68,5.0,False
0.03,8,338.78,75.28,21.0,16.73,18.82,11.0,4.5,2.0,False
0.13,20,8422.13,396.34,80.0,18.65,467.9,23.0,21.25,5.0,False
0.15,21,12803.96,456.47,96.0,16.27,711.33,26.0,28.05,6.0,False
0.37,13,36868.91,1112.28,209.0,33.56,2048.27,18.0,33.15,6.0,False
0.21,18,12249.47,625.5,124.0,31.94,680.53,25.0,19.58,6.0,False
0.34,10,32092.96,1014.8,192.0,32.09,1782.94,15.0,31.63,6.0,False
0.16,12,11876.51,493.48,97.0,20.5,659.81,17.0,24.07,8.0,False
0.25,26,22627.41,739.74,142.0,24.18,1257.08,33.0,30.59,10.0,False
0.34,10,33335.19,1030.65,195.0,31.87,1851.96,15.0,32.34,6.0,False
0.58,62,124692.54,1743.95,309.0,24.39,6927.36,77.0,71.5,14.0,False
0.17,16,11528.19,524.01,103.0,23.82,640.46,22.0,22.0,7.0,False
0.06,8,2272.84,171.9,38.0,13.0,126.27,13.0,13.22,3.0,False
0.06,9,1426.66,185.47,41.0,24.11,79.26,12.0,7.69,4.0,False
0.23,34,8607.77,692.73,132.0,55.75,478.21,40.0,12.43,10.0,False
0.25,54,9194.66,739.96,141.0,59.55,510.81,59.0,12.43,10.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.03,4,444.89,104.0,26.0,24.31,24.72,8.0,4.28,2.0,False
0.02,6,284.19,59.21,16.0,12.33,15.79,10.0,4.8,1.0,False
0.23,36,31880.77,683.16,149.0,14.64,1771.15,47.0,46.67,12.0,False
0.08,14,1629.99,241.48,52.0,35.77,90.56,17.0,6.75,2.0,False
0.04,6,1127.55,108.42,26.0,10.42,62.64,12.0,10.4,1.0,False
0.04,11,619.23,112.59,27.0,20.47,34.4,21.0,5.5,3.0,False
0.06,7,1557.81,166.91,38.0,17.88,86.54,11.0,9.33,3.0,False
0.54,66,36980.17,1607.09,264.0,69.84,2054.44,91.0,23.01,23.0,False
0.04,6,1572.06,120.93,29.0,9.3,87.34,9.0,13.0,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,12.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,16.0,False
0.56,83,45771.82,1685.95,276.0,62.1,2542.88,95.0,27.15,16.0,False
0.04,4,467.03,133.44,32.0,38.13,25.95,11.0,3.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,False
0.16,14,4034.15,477.51,88.0,56.52,224.12,26.0,8.45,3.0,False
0.12,17,4029.0,346.38,67.0,29.78,223.83,28.0,11.63,5.0,False
0.04,13,908.35,121.11,31.0,16.14,50.46,17.0,7.5,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,5.0,False
0.84,67,55385.94,2519.18,390.0,114.58,3077.0,77.0,21.99,8.0,False
0.47,56,57091.13,1405.32,249.0,34.59,3171.73,106.0,40.62,23.0,False
0.08,9,2348.96,233.83,51.0,23.28,130.5,15.0,10.05,3.0,False
0.18,23,15119.13,528.81,110.0,18.5,839.95,33.0,28.59,4.0,False
0.22,33,24965.37,668.72,144.0,17.91,1386.97,44.0,37.33,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,7.0,False
0.0,1,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,False
0.13,14,3900.82,400.08,78.0,41.03,216.71,17.0,9.75,2.0,False
0.06,13,919.01,175.69,40.0,33.59,51.06,19.0,5.23,2.0,False
0.13,14,4316.4,390.71,75.0,35.37,239.8,19.0,11.05,3.0,False
0.2,26,9005.0,613.11,116.0,41.74,500.28,32.0,14.69,5.0,False
0.02,5,365.51,68.53,18.0,12.85,20.31,9.0,5.33,2.0,False
0.11,22,3114.24,333.67,68.0,35.75,173.01,26.0,9.33,3.0,False
0.5,45,31595.26,1500.48,253.0,71.26,1755.29,52.0,21.06,6.0,False
0.53,44,128096.15,1591.26,299.0,19.77,7116.45,47.0,80.5,8.0,False
0.03,4,500.0,100.0,25.0,20.0,27.78,7.0,5.0,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,10.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,12.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,11.0,False
0.14,26,4700.82,407.0,80.0,35.24,261.16,30.0,11.55,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
1.43,150,251248.42,4281.93,694.0,72.98,13958.25,176.0,58.68,24.0,False
0.02,2,175.66,50.19,14.0,14.34,9.76,5.0,3.5,1.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.01,2,60.0,24.0,8.0,9.6,3.33,4.0,2.5,1.0,False
0.07,17,2726.17,215.22,49.0,16.99,151.45,36.0,12.67,3.0,False
0.39,28,28708.71,1159.95,210.0,46.87,1594.93,57.0,24.75,20.0,False
0.32,6,29289.98,974.17,187.0,32.4,1627.22,10.0,30.07,5.0,False
1.21,113,212465.05,3629.61,612.0,62.01,11803.61,140.0,58.54,39.0,False
0.01,5,123.63,41.21,13.0,13.74,6.87,14.0,3.0,3.0,False
0.32,45,32145.31,964.36,180.0,28.93,1785.85,66.0,33.33,11.0,False
0.2,31,13740.44,589.87,115.0,25.32,763.36,49.0,23.29,9.0,False
0.08,21,3257.4,253.82,54.0,19.78,180.97,27.0,12.83,4.0,False
0.27,37,13978.29,806.44,146.0,46.53,776.57,50.0,17.33,6.0,False
0.04,10,813.86,130.8,32.0,21.02,45.21,14.0,6.22,2.0,False
0.09,16,2304.99,274.02,57.0,32.58,128.05,22.0,8.41,4.0,False
0.09,13,2304.99,274.02,57.0,32.58,128.05,26.0,8.41,4.0,False
0.04,7,746.24,106.61,28.0,15.23,41.46,10.0,7.0,2.0,False
0.07,16,2972.07,208.97,45.0,14.69,165.11,19.0,14.22,3.0,False
0.4,36,48707.23,1191.21,210.0,29.13,2705.96,48.0,40.89,12.0,False
0.43,44,64375.11,1294.9,222.0,26.05,3576.39,51.0,49.71,12.0,False
0.78,50,130847.79,2337.59,384.0,41.76,7269.32,61.0,55.98,16.0,False
0.68,58,125808.34,2042.99,355.0,33.18,6989.35,84.0,61.58,18.0,False
0.15,10,5901.23,455.79,92.0,35.2,327.85,17.0,12.95,6.0,False
0.14,10,5036.51,422.64,87.0,35.47,279.81,17.0,11.92,6.0,False
0.2,15,12754.41,590.0,118.0,27.29,708.58,23.0,21.62,9.0,False
0.11,21,12446.39,341.93,82.0,9.39,691.47,31.0,36.4,11.0,False
0.01,3,144.23,41.21,13.0,11.77,8.01,7.0,3.5,1.0,False
0.49,59,86030.58,1481.37,273.0,25.51,4779.48,91.0,58.08,13.0,False
0.35,21,37191.62,1055.44,197.0,29.95,2066.19,26.0,35.24,9.0,False
0.17,13,12033.0,506.65,98.0,21.33,668.5,22.0,23.75,7.0,False
0.03,8,338.78,75.28,21.0,16.73,18.82,11.0,4.5,2.0,False
0.26,17,24927.66,787.19,150.0,24.86,1384.87,22.0,31.67,9.0,False
0.32,33,35128.0,969.72,181.0,26.77,1951.56,45.0,36.23,11.0,False
0.19,23,22374.62,559.37,122.0,13.98,1243.03,36.0,40.0,9.0,False
0.37,13,36868.91,1112.28,209.0,33.56,2048.27,18.0,33.15,6.0,False
0.4,33,49402.7,1213.4,228.0,29.8,2744.59,54.0,40.71,10.0,False
0.34,10,31429.12,1032.45,194.0,33.92,1746.06,15.0,30.44,6.0,False
0.06,9,2899.21,178.41,42.0,10.98,161.07,15.0,16.25,3.0,False
0.06,9,2501.96,166.8,40.0,11.12,139.0,15.0,15.0,3.0,False
0.1,10,4887.48,293.25,61.0,17.59,271.53,15.0,16.67,4.0,False
0.17,29,7969.79,504.02,106.0,31.87,442.77,62.0,15.81,3.0,False
0.19,13,17246.5,574.88,113.0,19.16,958.14,21.0,30.0,7.0,False
0.63,50,104904.71,1899.01,327.0,34.38,5828.04,58.0,55.24,15.0,False
0.3,20,19997.14,888.76,167.0,39.5,1110.95,43.0,22.5,12.0,False
0.33,17,43374.74,985.79,184.0,22.4,2409.71,23.0,44.0,16.0,False
0.1,12,4259.18,314.04,64.0,23.16,236.62,18.0,13.56,4.0,False
0.13,16,7634.85,388.42,77.0,19.76,424.16,22.0,19.66,5.0,False
0.13,16,7634.85,388.42,77.0,19.76,424.16,22.0,19.66,5.0,False
0.07,9,2707.77,205.13,46.0,15.54,150.43,14.0,13.2,4.0,False
0.06,16,1881.89,180.09,41.0,17.23,104.55,26.0,10.45,4.0,False
0.27,39,35757.69,812.67,156.0,18.47,1986.54,83.0,44.0,6.0,False
0.06,8,1941.4,171.3,39.0,15.11,107.86,18.0,11.33,3.0,False
0.02,4,501.89,71.7,20.0,10.24,27.88,7.0,7.0,2.0,False
0.88,62,222659.18,2650.7,465.0,31.56,12369.95,85.0,84.0,24.0,False
0.35,10,32624.36,1048.42,197.0,33.69,1812.46,15.0,31.12,6.0,False
0.02,4,373.62,69.19,20.0,12.81,20.76,8.0,5.4,1.0,False
0.26,24,25372.2,781.89,145.0,24.1,1409.57,39.0,32.45,6.0,False
0.14,23,11137.18,405.81,91.0,14.79,618.73,48.0,27.44,5.0,False
0.12,15,7037.23,351.86,74.0,17.59,390.96,36.0,20.0,5.0,False
0.23,44,22606.59,687.45,143.0,20.9,1255.92,70.0,32.88,6.0,False
0.05,8,2276.78,162.63,39.0,11.62,126.49,12.0,14.0,3.0,False
0.4,37,32898.67,1196.32,206.0,43.5,1827.7,86.0,27.5,11.0,False
0.71,89,66012.64,2115.51,344.0,67.8,3667.37,136.0,31.2,13.0,False
0.1,14,5137.27,285.4,64.0,15.86,285.4,22.0,18.0,3.0,False
0.2,15,12754.41,590.0,118.0,27.29,708.58,23.0,21.62,9.0,False
0.28,24,35061.82,847.87,164.0,20.5,1947.88,29.0,41.35,12.0,False
0.02,5,141.74,53.15,16.0,19.93,7.87,17.0,2.67,1.0,False
0.08,10,3256.73,252.01,53.0,19.5,180.93,17.0,12.92,3.0,False
1.25,145,122715.58,3749.9,562.0,114.59,6817.53,166.0,32.72,35.0,False
0.02,5,174.13,60.94,17.0,21.33,9.67,9.0,2.86,1.0,False
0.28,30,7522.84,840.21,146.0,93.84,417.94,66.0,8.95,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.09,14,1438.42,279.69,57.0,54.38,79.91,26.0,5.14,2.0,False
0.23,35,5849.27,696.34,121.0,82.9,324.96,58.0,8.4,7.0,False
0.09,24,1770.16,271.03,57.0,41.5,98.34,41.0,6.53,5.0,False
0.15,27,4023.51,459.83,87.0,52.55,223.53,36.0,8.75,7.0,False
0.02,5,138.38,55.35,16.0,22.14,7.69,9.0,2.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,6.0,False
0.13,31,2716.59,391.73,77.0,56.49,150.92,61.0,6.93,7.0,False
0.07,10,849.57,206.32,45.0,50.11,47.2,30.0,4.12,2.0,False
0.11,20,1968.9,343.66,67.0,59.98,109.38,35.0,5.73,3.0,False
0.15,20,10186.59,445.88,90.0,19.52,565.92,35.0,22.85,9.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,13.0,False
0.11,27,4733.0,341.32,71.0,24.61,262.94,33.0,13.87,6.0,False
0.07,8,1890.85,217.13,48.0,24.93,105.05,11.0,8.71,1.0,False
0.15,20,8007.67,446.25,87.0,24.87,444.87,36.0,17.94,3.0,False
0.17,14,6884.13,515.24,104.0,38.56,382.45,29.0,13.36,5.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.1,13,5601.85,309.07,65.0,17.05,311.21,18.0,18.13,5.0,False
0.1,15,5688.03,313.82,66.0,17.31,316.0,20.0,18.13,5.0,False
0.03,6,394.06,87.57,23.0,19.46,21.89,11.0,4.5,1.0,False
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,False
0.12,30,3504.5,374.41,69.0,40.0,194.69,44.0,9.36,13.0,False
0.06,10,2621.58,191.16,45.0,13.94,145.64,14.0,13.71,3.0,False
0.18,16,15111.7,543.23,113.0,19.53,839.54,23.0,27.82,10.0,False
0.18,16,13434.72,527.79,111.0,20.73,746.37,23.0,25.45,10.0,False
0.39,33,23271.64,1168.59,205.0,58.68,1292.87,51.0,19.91,4.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,4.0,1.5,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.07,11,3117.77,220.08,48.0,15.53,173.21,18.0,14.17,3.0,False
0.14,21,4567.5,405.0,81.0,35.91,253.75,27.0,11.28,2.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.16,21,7574.5,490.66,101.0,31.78,420.81,32.0,15.44,5.0,False
0.09,24,1969.97,267.35,53.0,36.28,109.44,35.0,7.37,10.0,False
0.09,24,2115.83,282.11,55.0,37.61,117.55,35.0,7.5,10.0,False
0.22,28,29633.41,670.44,141.0,15.17,1646.3,45.0,44.2,11.0,False
0.21,28,23152.49,615.76,131.0,16.37,1286.25,45.0,37.6,11.0,False
0.12,18,6585.82,373.29,74.0,21.16,365.88,24.0,17.64,4.0,False
0.08,22,1799.25,242.76,49.0,32.75,99.96,32.0,7.41,9.0,False
0.31,40,16332.07,927.96,168.0,52.72,907.34,55.0,17.6,7.0,False
0.13,30,3937.56,398.54,73.0,40.34,218.75,44.0,9.88,13.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,5.0,1.5,1.0,False
0.1,17,2791.73,304.23,62.0,33.15,155.1,24.0,9.18,2.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,False
0.04,7,855.13,120.93,29.0,17.1,47.51,10.0,7.07,4.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,10.0,False
0.01,3,67.38,25.27,9.0,9.47,3.74,6.0,2.67,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,39.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,False
0.13,20,4937.75,399.01,83.0,32.24,274.32,28.0,12.38,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,12.0,False
0.04,13,1607.39,134.89,33.0,11.32,89.3,17.0,11.92,4.0,False
0.08,15,1998.64,240.44,49.0,28.92,111.04,22.0,8.31,2.0,False
0.0,2,23.22,11.61,5.0,5.8,1.29,4.0,2.0,1.0,False
0.02,4,651.1,69.76,21.0,7.47,36.17,6.0,9.33,2.0,False
0.24,24,20249.24,718.46,135.0,25.49,1124.96,34.0,28.18,7.0,False
0.08,19,4243.74,237.74,50.0,13.32,235.76,23.0,17.85,4.0,False
0.14,13,7330.89,407.27,83.0,22.63,407.27,23.0,18.0,8.0,False
0.26,26,19838.83,765.71,142.0,29.55,1102.16,36.0,25.91,11.0,False
0.17,25,8225.71,511.82,99.0,31.85,456.98,31.0,16.07,4.0,False
0.06,9,2967.5,179.85,44.0,10.9,164.86,13.0,16.5,3.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,False
0.07,9,2607.96,199.65,47.0,15.28,144.89,12.0,13.06,7.0,False
0.27,28,27015.74,806.44,146.0,24.07,1500.87,35.0,33.5,11.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,7.0,1.5,1.0,False
0.07,9,2607.96,199.65,47.0,15.28,144.89,12.0,13.06,7.0,False
0.01,5,67.38,25.27,9.0,9.47,3.74,8.0,2.67,1.0,False
0.05,9,2602.03,162.63,39.0,10.16,144.56,12.0,16.0,6.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,14.0,False
0.2,23,15796.57,610.5,120.0,23.59,877.59,31.0,25.88,9.0,False
0.2,24,17071.41,597.25,113.0,20.9,948.41,29.0,28.58,8.0,False
0.35,42,50238.11,1055.0,191.0,22.16,2791.01,52.0,47.62,13.0,False
0.05,12,1969.07,140.65,36.0,10.05,109.39,17.0,14.0,3.0,False
0.18,19,11771.7,553.96,108.0,26.07,653.98,29.0,21.25,9.0,False
0.34,10,31267.11,1027.13,193.0,33.74,1737.06,15.0,30.44,6.0,False
0.0,2,12.0,8.0,4.0,5.33,0.67,7.0,1.5,1.0,False
0.0,0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,8.0,False
